epoch,price
1620998157.483644,0.439541400
1620998168.751840,0.439347100
1620998172.536410,0.439000000
1620998172.537856,0.439000000
1620998172.541911,0.439000000
1620998172.578444,0.438978500
1620998172.581000,0.438908900
1620998172.583247,0.438908900
1620998172.591186,0.438908900
1620998172.595673,0.438908900
1620998172.601526,0.438908900
1620998175.138417,0.438908900
1620998179.552008,0.438908900
1620998179.779290,0.438908900
1620998179.781540,0.438908900
1620998179.783646,0.438908900
1620998179.785777,0.438908900
1620998179.787641,0.438908900
1620998180.011729,0.438908900
1620998180.962669,0.438909000
1620998182.412757,0.438908900
1620998182.415612,0.438908900
1620998182.418013,0.438908900
1620998182.420313,0.438908900
1620998182.422530,0.438908900
1620998186.917040,0.438698700
1620998188.225550,0.438100000
1620998188.228934,0.438087000
1620998188.276329,0.438046300
1620998188.330799,0.438046300
1620998188.331862,0.438025400
1620998188.470306,0.438025400
1620998191.238370,0.437836100
1620998191.286508,0.437836100
1620998191.288374,0.437800000
1620998191.564848,0.437800000
1620998192.742775,0.437395600
1620998192.938574,0.437000000
1620998192.940531,0.437000000
1620998192.942766,0.436890100
1620998193.251837,0.436705900
1620998195.443542,0.436526500
1620998195.444798,0.436037700
1620998195.446330,0.436000000
1620998195.454107,0.436000000
1620998200.312766,0.436890100
1620998203.136571,0.436424200
1620998207.404885,0.436890100
1620998207.601168,0.437000000
1620998208.984791,0.436840900
1620998208.987033,0.436840900
1620998213.781918,0.436964400
1620998220.671797,0.437257800
1620998221.869259,0.436999000
1620998223.559030,0.436800100
1620998223.987025,0.436999000
1620998224.361582,0.436999000
1620998224.365699,0.436999000
1620998224.376808,0.436999000
1620998224.385282,0.436999000
1620998224.394932,0.436999000
1620998224.399536,0.436999000
1620998224.403309,0.436999000
1620998224.452326,0.436999000
1620998224.530029,0.437290700
1620998226.187165,0.437619500
1620998228.597872,0.437812100
1620998231.278403,0.437523500
1620998248.352929,0.437876900
1620998248.354490,0.437877000
1620998258.751366,0.437821600
1620998262.839475,0.437600000
1620998263.042799,0.437600000
1620998265.064532,0.436860200
1620998268.125403,0.437264100
1620998284.789369,0.436800000
1620998284.837795,0.436800000
1620998295.159210,0.437600100
1620998302.786767,0.437529000
1620998308.399135,0.437151500
1620998308.400884,0.437151400
1620998316.077410,0.437526600
1620998317.734681,0.437685400
1620998319.605989,0.437683900
1620998321.382941,0.437735200
1620998325.377844,0.437558200
1620998326.329218,0.437500000
1620998336.560160,0.437064100
1620998340.314619,0.437072800
1620998343.471550,0.437153100
1620998344.993128,0.437152800
1620998346.659757,0.437103000
1620998350.313688,0.437064100
1620998353.937325,0.437311300
1620998354.848720,0.437311300
1620998355.502845,0.437306300
1620998355.568046,0.437064000
1620998356.825209,0.437006000
1620998356.827831,0.437006000
1620998356.830118,0.437006000
1620998356.832464,0.437006000
1620998359.239928,0.437006000
1620998360.832736,0.437006100
1620998361.923532,0.437000000
1620998363.977812,0.436674700
1620998367.070041,0.436865700
1620998375.203570,0.437065300
1620998375.204861,0.437017100
1620998376.439445,0.437508000
1620998382.248064,0.436892800
1620998382.467113,0.437300400
1620998384.358918,0.437030300
